"";"statistic";"bandwidth";"deviance_test_data"
"1";"Deviance";1,63533187350667;NA
"2";"Deviance";1,63533187350667;NA
"3";"Deviance";1,63533187350667;NA
"4";"Deviance";1,63533187350667;NA
"5";"Deviance";1,63533187350667;Inf
"6";"Deviance";1,63533187350667;NA
"7";"Deviance";1,63533187350667;NA
"8";"Deviance";1,63533187350667;3171,28619595927
"9";"Deviance";1,63533187350667;NA
"10";"Deviance";1,63533187350667;NA
"11";"Deviance";1,79886506085733;NA
"12";"Deviance";1,79886506085733;NA
"13";"Deviance";1,79886506085733;3054,65354903029
"14";"Deviance";1,79886506085733;NA
"15";"Deviance";1,79886506085733;NA
"16";"Deviance";1,79886506085733;NA
"17";"Deviance";1,79886506085733;NA
"18";"Deviance";1,79886506085733;3153,70898519763
"19";"Deviance";1,79886506085733;NA
"20";"Deviance";1,79886506085733;NA
"21";"Deviance";1,962398248208;NA
"22";"Deviance";1,962398248208;NA
"23";"Deviance";1,962398248208;3046,29489127756
"24";"Deviance";1,962398248208;NA
"25";"Deviance";1,962398248208;3208,51093588561
"26";"Deviance";1,962398248208;NA
"27";"Deviance";1,962398248208;NA
"28";"Deviance";1,962398248208;3141,01868481439
"29";"Deviance";1,962398248208;NA
"30";"Deviance";1,962398248208;NA
"31";"Deviance";2,12593143555867;NA
"32";"Deviance";2,12593143555867;NA
"33";"Deviance";2,12593143555867;3039,27901825187
"34";"Deviance";2,12593143555867;NA
"35";"Deviance";2,12593143555867;3192,468124123
"36";"Deviance";2,12593143555867;NA
"37";"Deviance";2,12593143555867;NA
"38";"Deviance";2,12593143555867;3131,02312532923
"39";"Deviance";2,12593143555867;NA
"40";"Deviance";2,12593143555867;NA
"41";"Deviance";2,28946462290933;3065,13447261363
"42";"Deviance";2,28946462290933;NA
"43";"Deviance";2,28946462290933;3033,04587384249
"44";"Deviance";2,28946462290933;NA
"45";"Deviance";2,28946462290933;3181,56592218068
"46";"Deviance";2,28946462290933;3051,45368706492
"47";"Deviance";2,28946462290933;3028,83008038374
"48";"Deviance";2,28946462290933;3122,85866475918
"49";"Deviance";2,28946462290933;3203,73020130691
"50";"Deviance";2,28946462290933;NA
"51";"Deviance";2,45299781026;3043,08290403091
"52";"Deviance";2,45299781026;3008,64239399619
"53";"Deviance";2,45299781026;3027,6547239468
"54";"Deviance";2,45299781026;3242,36598330922
"55";"Deviance";2,45299781026;3173,45276820431
"56";"Deviance";2,45299781026;3037,8121376827
"57";"Deviance";2,45299781026;3014,0347359752
"58";"Deviance";2,45299781026;3115,84594592726
"59";"Deviance";2,45299781026;3175,66308297299
"60";"Deviance";2,45299781026;NA
"61";"Deviance";2,61653099761067;3030,12652520068
"62";"Deviance";2,61653099761067;2988,88407482779
"63";"Deviance";2,61653099761067;3023,04666850261
"64";"Deviance";2,61653099761067;3235,76771610007
"65";"Deviance";2,61653099761067;3167,19356711283
"66";"Deviance";2,61653099761067;3033,906545092
"67";"Deviance";2,61653099761067;3005,46971809503
"68";"Deviance";2,61653099761067;3109,54104735184
"69";"Deviance";2,61653099761067;3167,14513098276
"70";"Deviance";2,61653099761067;3071,20089712188
"71";"Deviance";2,78006418496134;3020,25273135097
"72";"Deviance";2,78006418496134;2980,89463166154
"73";"Deviance";2,78006418496134;3019,05915539178
"74";"Deviance";2,78006418496134;3230,55437111003
"75";"Deviance";2,78006418496134;3162,01805143438
"76";"Deviance";2,78006418496134;3030,72401753913
"77";"Deviance";2,78006418496134;2998,88506586798
"78";"Deviance";2,78006418496134;3103,65802256038
"79";"Deviance";2,78006418496134;3161,33998574206
"80";"Deviance";2,78006418496134;3060,04062367364
"81";"Deviance";2,943597372312;3011,97793585066
"82";"Deviance";2,943597372312;2975,62171209038
"83";"Deviance";2,943597372312;3015,52522889727
"84";"Deviance";2,943597372312;3225,79622528323
"85";"Deviance";2,943597372312;3157,47419535099
"86";"Deviance";2,943597372312;3027,72665843583
"87";"Deviance";2,943597372312;2993,37251561868
"88";"Deviance";2,943597372312;3098,00441823695
"89";"Deviance";2,943597372312;3156,70069643516
"90";"Deviance";2,943597372312;3054,09851085
"91";"Deviance";3,10713055966267;3004,51253910036
"92";"Deviance";3,10713055966267;2971,57946673732
"93";"Deviance";3,10713055966267;3012,2552331324
"94";"Deviance";3,10713055966267;3221,24087760501
"95";"Deviance";3,10713055966267;3153,29299242188
"96";"Deviance";3,10713055966267;3024,67632054413
"97";"Deviance";3,10713055966267;2988,50389443947
"98";"Deviance";3,10713055966267;3092,37386402577
"99";"Deviance";3,10713055966267;3152,64518872742
"100";"Deviance";3,10713055966267;3049,40149156407
"101";"Deviance";3,27066374701334;2997,54421780277
"102";"Deviance";3,27066374701334;2968,19083626965
"103";"Deviance";3,27066374701334;3009,13102047705
"104";"Deviance";3,27066374701334;3216,66011172977
"105";"Deviance";3,27066374701334;3149,34513159964
"106";"Deviance";3,27066374701334;3021,5312769376
"107";"Deviance";3,27066374701334;2984,06140274848
"108";"Deviance";3,27066374701334;3086,7274314795
"109";"Deviance";3,27066374701334;3148,89472128292
"110";"Deviance";3,27066374701334;3045,05895240284
"111";"Deviance";3,434196934364;2990,79339999626
"112";"Deviance";3,434196934364;2965,17366007024
"113";"Deviance";3,434196934364;3006,07293288583
"114";"Deviance";3,434196934364;3212,0438012462
"115";"Deviance";3,434196934364;3145,555281167
"116";"Deviance";3,434196934364;3018,3210298245
"117";"Deviance";3,434196934364;2979,93142198634
"118";"Deviance";3,434196934364;3081,04125918447
"119";"Deviance";3,434196934364;3145,32132274229
"120";"Deviance";3,434196934364;3040,73854977752
"121";"Deviance";3,59773012171467;2984,25744868548
"122";"Deviance";3,59773012171467;2962,38904145615
"123";"Deviance";3,59773012171467;3002,99822320523
"124";"Deviance";3,59773012171467;3207,36778999123
"125";"Deviance";3,59773012171467;3141,90199355166
"126";"Deviance";3,59773012171467;3015,04120206148
"127";"Deviance";3,59773012171467;2976,05096289698
"128";"Deviance";3,59773012171467;3075,31184136702
"129";"Deviance";3,59773012171467;3141,81412509814
"130";"Deviance";3,59773012171467;3036,43676443349
"131";"Deviance";3,76126330906534;2977,84870121799
"132";"Deviance";3,76126330906534;2959,71728131937
"133";"Deviance";3,76126330906534;2999,9328444831
"134";"Deviance";3,76126330906534;3202,69749990265
