"";"statistic";"bandwidth";"deviance_test_data"
"1";"Deviance";1,63533187350667;3130,18741123202
"2";"Deviance";1,63533187350667;NA
"3";"Deviance";1,63533187350667;NA
"4";"Deviance";1,63533187350667;NA
"5";"Deviance";1,63533187350667;NA
"6";"Deviance";1,63533187350667;Inf
"7";"Deviance";1,63533187350667;NA
"8";"Deviance";1,63533187350667;NA
"9";"Deviance";1,63533187350667;NA
"10";"Deviance";1,63533187350667;3191,1537937112
"11";"Deviance";3,27066374701334;3001,23235380624
"12";"Deviance";3,27066374701334;2962,58360763716
"13";"Deviance";3,27066374701334;3198,49670335782
"14";"Deviance";3,27066374701334;3191,1613708202
"15";"Deviance";3,27066374701334;2993,97246776654
"16";"Deviance";3,27066374701334;3179,13721195896
"17";"Deviance";3,27066374701334;3096,54951111351
"18";"Deviance";3,27066374701334;2989,42086667641
"19";"Deviance";3,27066374701334;2903,68941326159
"20";"Deviance";3,27066374701334;3090,57272165296
"21";"Deviance";4,90599562052;2959,59811577674
"22";"Deviance";4,90599562052;2925,18410365053
"23";"Deviance";4,90599562052;3165,30876230004
"24";"Deviance";4,90599562052;3164,90751139883
"25";"Deviance";4,90599562052;2947,20900314816
"26";"Deviance";4,90599562052;3141,15262522619
"27";"Deviance";4,90599562052;3061,25252590219
"28";"Deviance";4,90599562052;2952,59715522117
"29";"Deviance";4,90599562052;2860,27312083733
"30";"Deviance";4,90599562052;3053,47513152767
"31";"Deviance";6,54132749402667;2930,87962156548
"32";"Deviance";6,54132749402667;2900,62858000227
"33";"Deviance";6,54132749402667;3140,40061583104
"34";"Deviance";6,54132749402667;3144,29915562649
"35";"Deviance";6,54132749402667;2910,88338391197
"36";"Deviance";6,54132749402667;3120,41296157954
"37";"Deviance";6,54132749402667;3032,89424810004
"38";"Deviance";6,54132749402667;2924,6157421536
"39";"Deviance";6,54132749402667;2828,87270881772
"40";"Deviance";6,54132749402667;3032,46393608796
"41";"Deviance";8,17665936753334;2915,37369366925
"42";"Deviance";8,17665936753334;2885,39373303912
"43";"Deviance";8,17665936753334;3127,60571436241
"44";"Deviance";8,17665936753334;3131,52447060837
"45";"Deviance";8,17665936753334;2888,89572985104
"46";"Deviance";8,17665936753334;3112,33729524209
"47";"Deviance";8,17665936753334;3013,22907320666
"48";"Deviance";8,17665936753334;2907,44608251054
"49";"Deviance";8,17665936753334;2811,26894455738
"50";"Deviance";8,17665936753334;3022,57206438688
"51";"Deviance";9,81199124104;2908,60308020873
"52";"Deviance";9,81199124104;2877,33631297984
"53";"Deviance";9,81199124104;3122,96069573836
"54";"Deviance";9,81199124104;3125,36366489947
"55";"Deviance";9,81199124104;2877,88889827635
"56";"Deviance";9,81199124104;3111,22647841628
"57";"Deviance";9,81199124104;3002,04789906705
"58";"Deviance";9,81199124104;2898,83520252387
"59";"Deviance";9,81199124104;2803,07999404793
"60";"Deviance";9,81199124104;3019,51667973888
"61";"Deviance";11,4473231145467;2906,38358111887
"62";"Deviance";11,4473231145467;2873,50727422856
"63";"Deviance";11,4473231145467;3122,29783525949
"64";"Deviance";11,4473231145467;3123,07004908802
"65";"Deviance";11,4473231145467;2873,06885863295
"66";"Deviance";11,4473231145467;3113,05872654663
"67";"Deviance";11,4473231145467;2996,35563277863
"68";"Deviance";11,4473231145467;2895,07105818817
"69";"Deviance";11,4473231145467;2799,7845200593
"70";"Deviance";11,4473231145467;3019,73186567796
"71";"Deviance";13,0826549880533;2906,19263478032
"72";"Deviance";13,0826549880533;2871,82067149029
"73";"Deviance";13,0826549880533;3123,22833297322
"74";"Deviance";13,0826549880533;3122,61940328364
"75";"Deviance";13,0826549880533;2871,24789254169
"76";"Deviance";13,0826549880533;3115,7700380242
"77";"Deviance";13,0826549880533;2993,60424789671
"78";"Deviance";13,0826549880533;2893,66800551244
"79";"Deviance";13,0826549880533;2798,72742018416
"80";"Deviance";13,0826549880533;3021,18094365115
"81";"Deviance";14,71798686156;2906,80582470964
"82";"Deviance";14,71798686156;2871,16515252474
"83";"Deviance";14,71798686156;3124,65574286362
"84";"Deviance";14,71798686156;3122,95051057532
"85";"Deviance";14,71798686156;2870,79560644584
"86";"Deviance";14,71798686156;3118,50214797214
"87";"Deviance";14,71798686156;2992,34290180092
"88";"Deviance";14,71798686156;2893,33921538872
"89";"Deviance";14,71798686156;2798,63606608452
"90";"Deviance";14,71798686156;3022,9469928804
"91";"Deviance";16,3533187350667;2907,68362658062
"92";"Deviance";16,3533187350667;2870,99816953899
"93";"Deviance";16,3533187350667;3126,13134583906
"94";"Deviance";16,3533187350667;3123,57029870794
"95";"Deviance";16,3533187350667;2870,94299929467
"96";"Deviance";16,3533187350667;3120,95897458212
"97";"Deviance";16,3533187350667;2991,82729241575
"98";"Deviance";16,3533187350667;2893,48423909492
"99";"Deviance";16,3533187350667;2798,93984181449
"100";"Deviance";16,3533187350667;3024,66101293033
